date_creation,lignes_originales,colonnes_originales,lignes_finales,colonnes_finales,train_size,test_size,positifs_train,positifs_test,taux_positifs_train_%,taux_positifs_test_%
2026-02-09 22:44:20,259205,148,259205,180,207364,51841,5318,1329,2.56,2.56
