date,model,test_size,positive_samples,accuracy,precision,recall,f1,roc_auc,avg_precision
2026-02-09 22:58:36,random_forest_20260209_225746.pkl,51841,1329,0.9999807102486449,1.0,0.999247554552295,0.9996236356793377,1.0,1.0
